ID                         STATUS       ASSIGNEE                                        TITLE
gc-359340                  open         human                                           adopt-pr review #3467 — decision: request_changes (human gate gc-s6r4s6)
gc-359394                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#324
gc-359401                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#31
gc-359405                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#23
gc-359406                  open         human                                           adopt-review #3468 complete: request_changes (both indexes look redundant)
gc-359417                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#24
gc-359673                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#325
gc-359756                  open         —                                               Held decision: codeprobe-worker gc-359282 (~$120 external eval run)
gc-359852                  open         —                                               RE-DISPATCH honesty-gate C.0 (gc-mbwey) + A.5 (gc-kt76k) — both unblocked, specs inlined
gc-359901                  open         human                                           polecat done: gc-kt76k honesty-gate A.5 (per-formula enabled flag)
gc-360017                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#326
gc-360113                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#327
gc-360144                  open         —                                               Route: o9ib acceptance + ejh9s double-dispatch (scix-worker-1 stood down)
gc-360152                  open         —                                               RE STACK CHECK (gc-dvmds): bourgois #3318/#3319/#3321/#3324 — order confirmed, merge sequence below
gc-360188                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#328
gc-360189                  open         —                                               Honesty-gate PR confusion — crisp framing for the Stephanie thread (mechanism vs policy)
gc-360248                  open         human                                           adopt-pr #3418 review done: request_changes (security code OK; blocker = rebase conflict B1)
gc-360260                  open         —                                               Decisions made — PL drives dispatch: #3467 finalize (re-sling) + #3468 REWORK (EXPLAIN-gated)
gc-360272                  open         human                                           adopt-pr review complete: PR #3418 — request_changes (security fix CORRECT, blocked on rebase B1)
gc-360278                  open         —                                               ROOT-CAUSE: recurring Postgres OOM-kills blocking qajc (scix infra) — sudo restart escalated to Stephanie
gc-360279                  open         —                                               #3418 review DONE (request_changes) — security approve-quality, 1 rebase-conflict blocker; fold into your Stephanie thread
gc-360360                  open         —                                               DECISION: #3467 finalize = Option A (apply lint fix, commit local, hand push+merge to mayor)
gc-360373                  open         —                                               RE-SLING #3467 finalize — DECISION made (Option A, lint fixup); polecat-1 drained
gc-360380                  open         —                                               ADDENDUM gc-360373: #3467 finalize is THRASHING — claim-pin gc-u34gkh to ONE slot
gc-360414                  open         —                                               MAYOR TOOK #3467 finalize directly — do NOT re-sling gc-u34gkh (thrash ended)
gc-360452                  open         —                                               #3467 MERGED (split 1 of #3332) — finalize complete, beads closed
gc-360484                  open         human                                           adopt-pr review complete: #3404 — APPROVE (data-race fix)
gc-360489                  open         —                                               FIXED: acabi pool-nudge loop quieted at dispatcher level (gc.nudge_hold)
gc-360583                  open         —                                               DECISION: adopt-pr staging = mayor/supervisor lane (a); PL chair NOT expanded (reject c); durable fix filed gc-d4s4h (b)
gc-360626                  open         —                                               honesty-gate C.0 re-dispatched (was stranded on dead session)
gc-360643                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#329
gc-360676                  open         —                                               #3404 MERGED — surface to Stephanie
gc-360684                  open         human                                           adopt-review #3333 ready (request_changes) — human gate gc-ommtt6 open
gc-360771                  open         —                                               nudge-loop already quiet at dispatcher — no action needed
gc-360884                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#25
gc-360886                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#32
gc-360888                  open         —                                               slack/T0B17700WUW/C0B8B1FD58W#5
gc-360891                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#56
gc-360893                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#49
gc-360933                  open         human                                           focus-review ready: gc-mbwey honesty-gate C.0 (molecule.resolved event)
gc-360952                  open         —                                               honesty-gate C.0 DONE (ready_for_push); C.1/C.2/C.3 unblocked but HOLD dispatch — sequencing
gc-360977                  open         —                                               mem-apg.6 worker unblocked (offline build); token+spend = Stephanie; bead-state needs reconcile
gc-360993                  open         —                                               CORRECTION to gc-360977 — mem-apg.6 already DONE, token moot, no reconcile needed
gc-360996                  open         —                                               #3333 adopt-pr review DONE — request_changes (2 majors); you carry, surface to Stephanie
gc-361110                  open         human                                           adopt-review #3419 ready (APPROVE) — fix(pool) phantom-bead runningSessions
gc-361114                  open         —                                               #3310 adopt-review DONE — BLOCK (fix is inert); you carry, surface to Stephanie
gc-361117                  open         —                                               follow-up to gc-361114: #3310 blocker-fix line (backticks ate it)
gc-361531                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#50
gc-361539                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#51
gc-361564                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#52
gc-361567                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#57
gc-361571                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#330
gc-361572                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#53
gc-361578                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#58
gc-361600                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#54
gc-361606                  open         —                                               Durable fixes for the pool-strand pattern filed P1 (gc-d4s4h + gc-tmjoj) — queue in gascity flow
gc-361617                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#33
gc-361618                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#55
gc-361622                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#34
gc-361633                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#35
gc-361634                  open         —                                               #3419 APPROVE (your carry) + polecat-4 worktree tangle + gc-wwflt confirms gc-tmjoj
gc-361649                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#36
gc-361705                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#37
gc-361717                  open         —                                               Re: 9tk convoy — already LIVE (pid 26042), no re-drive needed
gc-361735                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#38
gc-362087                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#39
gc-362105                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#40
gc-362119                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#331
gc-362129                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#332
gc-362225                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#333
gc-362307                  open         human                                           adopt-pr review ready — PR #3474 (docs: Build Cache Conventions) — APPROVE, human gate open
gc-362389                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#334
gc-362448                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#335
gc-362514                  open         —                                               Re: CLEAN-STATE — PUBLISHED 1b19571 on origin/main; sling 7gb4+q9k5; e4xv held
gc-362522                  open         human                                           adopt-review #3362 (bourgois): request_changes — at human-gate
gc-362531                  open         —                                               9tk: acabi locked in_progress (dup-run guard) + worker-2 fixed rig-wide bool-claim blocker
gc-362560                  open         —                                               Wave coord: #3474 MERGED (manual); gate-bug interim = manual-merge-by-mayor; #3397/#3362 decisions for Stephanie
gc-362564                  open         human                                           adopt-review PR #3397 (bourgois): APPROVE / fix-merge — awaiting human gate
gc-362585                  open         human                                           adopt-pr human-gate ready: PR #3362 — request_changes (1 reuse minor)
gc-362611                  open         —                                               Wave dedup broken: #3362 reviewed 3x (polecat-2/3/4) — recommend stop re-dispatching reviewed beads
gc-362726                  open         —                                               gc-a06pl (#3265) UNBLOCKED: polecat-4 worktree cleared; uncommitted=#3253-followup NOT #3419 (preserved); re-dispatch yours
gc-362729                  open         human                                           adopt-pr review ready: PR #3443 (fix/hook city federation) — request_changes (BLOCKER)
gc-362730                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#336
gc-362734                  open         human                                           adopt-pr review ready: PR #3285 (wisp-gc) — request_changes
gc-362735                  open         —                                               URGENT Slack: #3474 = MAYOR merged on your 'yes merge 3474' (gate broken->manual); let-others-run + fix-finalize-bug ack
gc-362746                  open         —                                               Route: o9ib canary (gc-362656) — 4 campaign decisions are yours to carry
gc-362759                  open         —                                               FINALIZE-BUG FIX scope (resolves gc-ed3nf) — dispatch via your pipeline; mayor gates push
gc-362920                  open         human                                           adopt-review PASS (human-gate): PR #3265 fix(molecule) formula_hash — gc-a06pl
gc-363017                  open         —                                               duplicate route: PR #3426 adopt-pr already owned by polecat-3
gc-363027                  open         human                                           adopt-pr review: PR #3426 request_changes (1 blocker — wrong dismiss keystrokes select Upgrade)
gc-363049                  open         —                                               Mayor dispatched finalize-fix impl (gc-vcadx) — don't double-dispatch; option A; halts ready_for_push
gc-363268                  open         —                                               scix PROD PG DOWN (OOM 14:06 EDT) — HOLD DB beads; izrr rollup stale; operator-gated, morning-ledgered
gc-365881                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#41
gc-365884                  open         —                                               slack/T0B17700WUW/C0B8B1FD58W#6
gc-365885                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#26
gc-365891                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#59
gc-365949                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#20
gc-365950                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#60
gc-365951                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#27
gc-365952                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#61
gc-365953                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#337
gc-365957                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#21
gc-365962                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#62
gc-365963                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#42
gc-365964                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#22
gc-365965                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#28
gc-365975                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#43
gc-365984                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#63
gc-366019                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#64
gc-366038                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#65
gc-366147                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#46
gc-366153                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#47
gc-367150                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#66
gc-367178                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#338
gc-367685                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#339
gc-367778                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#340
gc-367780                  open         human                                           polecat deliverable: gc-m95ii honesty-gate gold eval set (design+seed, branch-ready)
gc-368146                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#341
gc-368439                  open         —                                               9f88 DONE: dense-sensitive A/B full run — Δ nDCG@10=+0.776 (paper-citable)
gc-368625                  open         human                                           gascity-packs-polecat-1 idle: empty queue + slack-full .gitignore gap
gc-369613                  open         human                                           polecat fix ready for push: gc-6cz9q (#3342 watermark rollback)
gc-370351                  open         human                                           gascity-packs PR #90 (bd-gpk-yipm) — Path A infeasible, CONFIRMED by 2nd worker; close/salvage decision needed
gc-370851                  open         human                                           gascity-packs-polecat partial+escalation: gpk-9o7x (PR #90 salvage)
gc-371126                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#29
gc-371131                  open         —                                               slack/T0B17700WUW/C0B8B1FD58W#7
gc-371140                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#56
gc-371284                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#30
gc-371285                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#57
gc-371326                  open         —                                               slack/T0B17700WUW/C0B8B1FD58W#8
gc-371365                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#58
gc-371436                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#59
gc-371468                  open         —                                               gascity-packs/oversight-rig.project-lead
gc-372065                  open         human                                           gascity-packs-polecat-2 drained 2 beads: gpk-viqj (new) + gpk-jvlg (verify)
gc-372150                  open         human                                           gascity-packs-polecat-1 rebase ready: PR #75 (gpk-9rpy)
gc-372185                  open         human                                           gascity-packs-polecat verified: gpk-9rpy (PR #75 rebase) merge-ready
gc-372542                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#31
gc-372544                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#44
gc-372547                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#67
gc-372554                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#48
gc-372569                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#49
gc-372575                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#50
gc-372576                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#68
gc-372581                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#342
gc-372585                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#44
gc-372591                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#23
gc-372599                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#69
gc-372609                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#45
gc-372617                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#46
gc-372618                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#24
gc-372620                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#47
gc-372621                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#48
gc-372622                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#49
gc-372710                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#50
gc-372730                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#51
gc-373423                  open         —                                               slack/T0B17700WUW/C0BAR1UAU0J
gc-373426                  open         —                                               slack/T0B17700WUW/C0BAR1UAU0J/state
gc-373433                  open         —                                               slack/T0B17700WUW/C0BAR1US858
gc-373436                  open         —                                               slack/T0B17700WUW/C0BAR1US858/state
gc-373440                  open         —                                               slack/T0B17700WUW/C0BAML34S85
gc-373442                  open         —                                               slack/T0B17700WUW/C0BAML34S85/state
gc-373446                  open         —                                               slack/T0B17700WUW/C0BAP05JXV4
gc-373448                  open         —                                               slack/T0B17700WUW/C0BAP05JXV4/state
gc-373615                  open         —                                               ACK PACKS-LANE: gpk-m4g9 + gpk-wko1 filed, both lane-confirmed; blocked on packs worker-pool gap (routed to mayor)
gc-373815                  open         human                                           gascity-packs: gpk-m4g9 blocked — pr-review pack was removed from main, var-rename fix has no target
gc-373840                  open         —                                               branch ready: slack-channel registration-race fix (gpk-wko1 / gc-c69aq)
gc-373841                  open         human                                           gascity-packs-polecat done: gpk-wko1 slack-channel registration-race fix
gc-375924                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#32
gc-376076                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#32
gc-376078                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#52
gc-376080                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#70
gc-376081                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#25
gc-376083                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#71
gc-376084                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#51
gc-376089                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#72
gc-376091                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#26
gc-376102                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#73
gc-376108                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#74
gc-376109                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#75
gc-376195                  open         human                                           gascity-packs BLOCKED: gpk-m4g9 mol-pr-from-issue var-rename has no valid fix surface
gc-376342                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#33
gc-376744                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#34
gc-377243                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#33
gc-377245                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#53
gc-377246                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#34
gc-377247                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#54
gc-377249                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#76
gc-377250                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#35
gc-377268                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#77
gc-377269                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#36
gc-377270                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#343
gc-377271                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#37
gc-377274                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#78
gc-377276                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#79
gc-378501                  open         human                                           gascity-packs-polecat HALT: gpk-b3ll mol-pr-from-issue port blocked on 3 decisions
gc-379911                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#35
gc-379930                  open         —                                               codeprobe-a8r LANDED to origin/main @3cb67d9
gc-380000                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#36
gc-380039                  open         —                                               RE: week-plan — dec-2tw authored + surfaced; capacity held; hold the scix sub-lever
gc-380041                  open         —                                               RE: correction — decisions-rig convention (prev mail garbled)
gc-380108                  open         —                                               RE: parallelism — accepted; right-size to admitted N at branch-ready; capacity staged
gc-380131                  open         —                                               RE: dispatch — store verified HEALTHY (version_compat WARN cosmetic); I re-slung gpk-z19t -> gpk-2bw2y; your formula+monitor call
gc-380135                  open         —                                               INFRA: city dolt workflow-attach path slow (62s slings, 30s sub-timeouts) — investigate GC/bloat
gc-380199                  open         —                                               GO — run bd gc --skip-decay --force NOW (clear window before mem grid); check packs+mem stores too; draft weekly cron
gc-380201                  open         —                                               mem-e3h2 CSB/EB robustness arms: admitted N=0 — but PEP-668 wall fixed (scix N=0 likely false)
gc-380232                  open         —                                               RE: dolt compact — GO on (a) with snapshot-first; (b) flatten NOT pre-authorized
gc-380243                  open         human                                           gascity-packs-polecat branch-ready: pr-pipeline v0.1.0 publish (gpk-z19t, gate 3)
gc-380255                  open         human                                           gascity-packs branch-ready: feat/publish-pr-pipeline (pr-pipeline v0.1.0) — re-verified, no new work
gc-380268                  open         human                                           gascity-packs gate-3 (pr-pipeline publish): slot-1 done @2df35f6 — verified PASS, 1 README fix needed
gc-380297                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#38
gc-380299                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#55
gc-380304                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#80
gc-380307                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#52
gc-380309                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#60
gc-380316                  open         human                                           gascity-packs-polecat gate-4 complete (gpk-b3ll): mol-pr-from-issue ported into pr-pipeline
gc-380318                  open         —                                               mem-z2c2 scix re-test: PEP-668 wall FIXED but N=0 — now CONFIRMED corpus, not infra
gc-380341                  open         human                                           gascity-packs-polecat no-op: gpk-b3ll (gate-4) already landed at 674fa0e
gc-380343                  open         —                                               GO on (b) flatten — re-verify snapshot ref at swap time; STOP if it doesn't fix convoy list
gc-380474                  open         —                                               Dolt decisions: ACCEPT 11s / DECLINE decay / KEEP snapshot 1wk / APPROVE threshold-flatten cron draft (snapshot-first + rotate)
gc-380524                  open         human                                           gascity-packs-polecat doc-fold complete: gpk-jc6c (feat/publish-pr-pipeline @92daa39)
gc-380549                  open         human                                           gascity-packs-polecat no-op close: gpk-sew9v (stale re-route of gpk-jc6c)
gc-380598                  open         —                                               Cron APPROVED w/ 2 asks: add chronic-bloat surface escape + move LOG off gascity tree; install to bin/
gc-380613                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#37
gc-380938                  open         human                                           gascity-packs review APPROVE: PR #117 pr-pipeline v0.1.0 — posting held at human-gate
gc-380975                  open         human                                           gascity-packs-polecat re-review: PR #117 (pr-pipeline v0.1.0) -- APPROVE co-signed, ready to merge
gc-381117                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#38
gc-381124                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#53
gc-381136                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#39
gc-381139                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#54
gc-381302                  open         human                                           gascity-packs-polecat queue done: gpk-4l3q (ready to push) + gpk-pv5h (escalated)
gc-381771                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#40
gc-381775                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#27
gc-381778                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#41
gc-381779                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#28
gc-381780                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#29
gc-381876                  open         —                                               Re: mem-75t.12 BLOCKED — accepted, good call not fabricating; fix captured as mem-75t.15 (held)
gc-381941                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#39
gc-381946                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#56
gc-381949                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#81
gc-381971                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#55
gc-381972                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#344
gc-381979                  open         —                                               slack/T0B17700WUW/C0B2CSDRRPE#30
gc-381982                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#56
gc-382038                  open         human                                           polecat fixup ready: PR #3500 e2e walk-error test (gc-ghas3)
gc-382058                  open         human                                           polecat-4 closed orphan mol gc-7m32vu — PR #3500 test fixup ready to push
gc-382110                  open         —                                               Re: mem-apg.11 — accepted, clean result; protected your run (cleared worker-2 collision)
gc-382351                  open         —                                               mem-apg.12 headline write-up DRAFT ready for review (dec-11o a) — branch-ready, not pushed
gc-382404                  open         human                                           gascity-packs branch-ready: gpk-fzej slack image-passthrough fix (slack-full)
gc-383369                  open         human                                           review verdict (REQUEST CHANGES): gastownhall/gascity#3558 (vbtcl reconciler reclaim)
gc-383561                  open         —                                               Re: mem-wanz.3 merged + closed — epic unblocked
gc-383696                  open         —                                               Re: fan-out — holding 3rd worker till morning
gc-385280                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#42
gc-385388                  open         human                                           gascity-packs-polecat review-gate PASS: gpk-ntpnn (mol-focus-review, PR #119)
gc-385552                  open         —                                               Re: dangling roots — finalized
gc-385676                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#40
gc-385678                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#57
gc-385686                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#43
gc-385698                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#41
gc-385701                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#58
gc-385708                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#42
gc-385711                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#43
gc-385712                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#59
gc-385730                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#60
gc-385733                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#44
gc-385837                  open         —                                               Re: gc-8h5ls collision — orphan root closed, you own it
gc-385862                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#45
gc-385932                  open         —                                               mem-58rp sound-tier eval result: ours +0.000 outcome lift, builtin +0.125 (n=8 of 407) — LOCAL ONLY, no external publish
gc-385943                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#57
gc-385955                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#61
gc-385958                  open         —                                               Re: scix dense-lane RAM block — tracked + surfaced
gc-386030                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#44
gc-386033                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#62
gc-386040                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#63
gc-386113                  open         —                                               slack/T0B17700WUW/C0B7C62HKFH#64
gc-386300                  open         —                                               DONE ggoi: SAFE-tier disk reclaim — / now 144G free (target >100G met, +44G)
gc-386581                  open         gc-385842                                       Re: 3 codeprobe sign-offs — [3] audit launched (bead 74kw); [4]/[5] need your merge hand; I sling follow-ons on a8r landing
gc-386655                  open         —                                               viewer serve is yours — proceed
gc-386764                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#82
gc-386765                  open         —                                               Re: gascity-dashboard: #139 superseded; jjzb #2578-verify salvage (lotd) dispatched — close #139 after lotd lands
gc-386900                  open         —                                               597ua/isve: fusion_sweep.py built+verified; live sweep RAM-HOLD-deferred (transient close)
gc-387838                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#61
gc-387844                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#62
gc-387893                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#63
gc-387913                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#64
gc-389121                  open         gc-388875                                       Re: codeprobe-77z — parked for Stephanie publish gate, halt is correct
gc-389913                  open         —                                               RE: 2qx3 800-cap — re-baseline: tip is 1092 not 2057 (oahz landed); gap is 292 not 1257, A+B likely sufficient
gc-389937                  open         —                                               RE: 2qx3 double-dispatch — correct yield, acked. Recording dedupe+worktree-isolation as a mayor-lane infra candidate.
gc-390066                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#45
gc-390233                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#46
gc-390273                  open         —                                               RE: gc-hcoz75 orphan-bounce — FIXED: pinned root to live owner gc-390246. Correct diagnosis, drain was right.
gc-390313                  open         —                                               slack/T0B17700WUW/C0B0TQMQF2B#47
gc-390502                  open         —                                               slack/T0B17700WUW/C0B1NSHTSKT#46
gc-390508                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#83
gc-390510                  open         —                                               slack/T0B17700WUW/C0B17TXMT1C#58
gc-390529                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#84
gc-390531                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#85
gc-390666                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#86
gc-390677                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#87
gc-390739                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#88
gc-390758                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#89
gc-391032                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#90
gc-391050                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#91
gc-391081                  open         human                                           gascity-packs ready to push: contributing pack (feat/contributing-pack)
gc-391172                  open         —                                               Good catch — released. Ruling: repo-product .claude/skills IS allowed; I'll take gc-5urel directly
gc-391422                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#65
gc-391427                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#66
gc-391613                  open         human                                           gascity-packs-polecat branch-ready: contributing 0.2.0 (gpk-wzud / gpk-0hqom)
gc-391851                  open         gc-391004                                       Re: DECISION: codeprobe cold-adoption audit found 2 comparison-correctness bugs (t0s0); + Tier-1 land fvfo evidence doc (unpushed branch)
gc-391895                  open         —                                               slack/T0B17700WUW/C0B1A0CKEH0#92
gc-392425                  open         —                                               gc-84112/scix-experiments-pl
gc-392427                  open         —                                               gc-84129/enterprisebench-pl
gc-392478                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#345
gc-392487                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#67
gc-392498                  open         —                                               slack/T0B17700WUW/C0B8FKL9QKB#68
gc-392503                  open         —                                               slack/T0B17700WUW/C0B25SS12CD#346
